==============================================================================
==============================================================================
Thu. Aug. 20 2020                  LANDSAT 5                       Time: 19:00
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 194 / 26
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 92.7%
Rank   2 --  7.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1940261335   49.36223     11.02139    -0.18     -0.11     0.21     1 
1940261336   49.36145     11.06557    -0.13     -0.06     0.14     1 
1940261337   49.36066     11.10975    -0.25      0.12     0.28     1 
1940261341   49.35729     11.28644    -0.21      0.00     0.21     1 
1940261342   49.35641     11.33061    -0.03      0.03     0.04     1 
1940261343   49.35551     11.37477     0.12     -0.36     0.38     1 
1940261344   49.35460     11.41894    -0.25     -0.30     0.39     1 
1940261346   49.35271     11.50726     0.06     -0.32     0.32     1 
1940261347   49.35175     11.55141    -0.11     -0.02     0.11     1 
1940261362   49.35396      8.89934    -0.22      0.02     0.22     1 
1940261363   49.35399      8.94354    -0.36     -0.05     0.37     1 
1940261365   49.35400      9.03195    -0.47      0.05     0.48     1 
1940261366   49.35398      9.07615    -0.24     -0.17     0.30     1 
1940261367   49.35394      9.12035    -0.09     -0.13     0.15     1 
1940261368   49.35389      9.16455    -0.10     -0.09     0.13     1 
1940261370   49.35373      9.25295    -0.17     -0.25     0.31     1 
1940261371   49.35362      9.29715    -0.35     -0.43     0.56     2 
1940261372   49.35350      9.34135    -0.35     -0.25     0.43     1 
1940261373   49.35336      9.38555    -0.23     -0.15     0.27     1 
1940261375   49.35303      9.47395    -0.34     -0.16     0.38     1 
1940261378   49.35241      9.60654    -0.58     -0.25     0.63     2 
1940261380   49.35192      9.69493    -0.35     -0.26     0.44     1 
1940261381   49.35164      9.73913    -0.27     -0.07     0.28     1 
1940261382   49.35135      9.78332    -0.34      0.06     0.35     1 
1940261383   49.35104      9.82752    -0.27     -0.12     0.30     1 
1940261384   49.35072      9.87171    -0.23      0.02     0.23     1 
1940261385   49.35038      9.91591    -0.14     -0.28     0.31     1 
1940261387   49.34964     10.00429    -0.57      0.18     0.60     2 
1940261393   49.34703     10.26941    -0.17     -0.13     0.21     1 
1940261394   49.34654     10.31359    -0.13     -0.20     0.24     1 
1940261395   49.34603     10.35778    -0.31     -0.12     0.33     1 
1940261399   49.34382     10.53449    -0.30     -0.05     0.30     1 
1940261400   49.34322     10.57867    -0.24      0.04     0.25     1 
1940261404   49.34067     10.75535    -0.22     -0.32     0.39     1 
1940261405   49.34000     10.79952    -0.04      0.04     0.05     1 
1940261406   49.33930     10.84369    -0.30     -0.16     0.34     1 
1940261407   49.33859     10.88785    -0.32     -0.09     0.34     1 
1940261408   49.33786     10.93201    -0.32      0.18     0.36     1 
1940261409   49.33711     10.97617    -0.29      0.00     0.29     1 
1940261410   49.33635     11.02033     0.12      0.01     0.12     1 
1940261413   49.33395     11.15280    -0.28     -0.16     0.32     1 
1940261416   49.33141     11.28524    -0.02      0.11     0.11     1 
1940261417   49.33053     11.32939    -0.01     -0.03     0.03     1 
1940261418   49.32963     11.37353    -0.21      0.24     0.32     1 
1940261421   49.32683     11.50594    -0.08     -0.08     0.12     1 
1940261437   49.32805      8.89940    -0.15     -0.04     0.16     1 
1940261438   49.32809      8.94357    -0.22     -0.16     0.27     1 
1940261439   49.32810      8.98775    -0.55     -0.04     0.55     2 
1940261440   49.32809      9.03193    -0.50     -0.06     0.51     2 
1940261441   49.32807      9.07611    -0.30     -0.17     0.35     1 
1940261442   49.32804      9.12029    -0.05     -0.31     0.32     1 
1940261444   49.32791      9.20864    -0.29     -0.16     0.33     1 
1940261445   49.32782      9.25282    -0.58     -0.29     0.65     2 
1940261446   49.32772      9.29699    -0.45     -0.39     0.59     2 
1940261447   49.32760      9.34117    -0.16     -0.16     0.23     1 
1940261448   49.32746      9.38535    -0.09     -0.27     0.29     1 
1940261449   49.32730      9.42952    -0.15     -0.18     0.23     1 
1940261450   49.32713      9.47370    -0.34     -0.14     0.36     1 
1940261451   49.32694      9.51787    -0.10     -0.08     0.13     1 
1940261452   49.32673      9.56205    -0.48     -0.03     0.48     1 
1940261454   49.32627      9.65040    -0.53     -0.34     0.64     2 
1940261455   49.32601      9.69457    -0.41     -0.15     0.43     1 
1940261458   49.32514      9.82709    -0.11     -0.33     0.34     1 
1940261468   49.32113     10.26874    -0.14     -0.02     0.14     1 
1940261470   49.32013     10.35706    -0.42     -0.11     0.43     1 
1940261471   49.31960     10.40122     0.10     -0.04     0.11     1 
1940261472   49.31906     10.44538    -0.46      0.33     0.57     2 
1940261473   49.31850     10.48953    -0.07     -0.11     0.13     1 
1940261474   49.31792     10.53369    -0.15      0.30     0.34     1 
1940261475   49.31733     10.57784    -0.10      0.13     0.16     1 
1940261476   49.31672     10.62199    -0.25      0.06     0.25     1 
1940261477   49.31609     10.66614    -0.38     -0.12     0.39     1 
1940261478   49.31544     10.71029    -0.12     -0.01     0.12     1 
1940261479   49.31478     10.75443     0.03     -0.09     0.09     1 
1940261480   49.31410     10.79858    -0.27      0.04     0.27     1 
1940261481   49.31341     10.84272    -0.41     -0.12     0.43     1 
1940261483   49.31196     10.93100    -0.20     -0.08     0.22     1 
1940261484   49.31122     10.97514    -0.26      0.04     0.26     1 
1940261485   49.31045     11.01927    -0.30      0.18     0.35     1 
1940261486   49.30967     11.06341    -0.05      0.01     0.05     1 
1940261488   49.30806     11.15167    -0.16     -0.02     0.17     1 
1940261489   49.30723     11.19580    -0.12      0.04     0.13     1 
1940261491   49.30552     11.28404    -0.14     -0.20     0.25     1 
1940261492   49.30464     11.32817    -0.01     -0.01     0.02     1 
1940261493   49.30374     11.37228    -0.17     -0.21     0.27     1 
1940261495   49.30190     11.46052    -0.15     -0.12     0.19     1 
1940261496   49.30095     11.50463    -0.15     -0.03     0.15     1 
1940261497   49.29998     11.54874    -0.14     -0.14     0.20     1 
1940261512   49.30215      8.89945     0.01      0.02     0.03     1 
1940261513   49.30218      8.94360    -0.21      0.16     0.27     1 
1940261514   49.30219      8.98776    -0.27      0.04     0.27     1 
1940261515   49.30219      9.03191    -0.60     -0.31     0.67     2 
1940261518   49.30208      9.16438    -0.16     -0.10     0.19     1 
1940261519   49.30201      9.20853     0.03     -0.22     0.22     1 
1940261520   49.30192      9.25268    -0.22     -0.07     0.24     1 
1940261521   49.30181      9.29684    -0.22     -0.48     0.53     2 
1940261522   49.30169      9.34099     0.08     -0.11     0.14     1 
1940261523   49.30155      9.38514    -0.06     -0.06     0.09     1 
1940261524   49.30139      9.42930    -0.35     -0.24     0.43     1 
1940261525   49.30122      9.47345    -0.39     -0.35     0.52     2 
1940261526   49.30103      9.51760    -0.00      0.01     0.01     1 
1940261527   49.30083      9.56175    -0.27     -0.00     0.27     1 
1940261528   49.30060      9.60590    -0.14     -0.17     0.22     1 
1940261529   49.30036      9.65006    -0.21     -0.21     0.29     1 
1940261530   49.30011      9.69421    -0.35      0.13     0.38     1 
1940261532   49.29954      9.78250    -0.03     -0.34     0.34     1 
1940261533   49.29924      9.82665    -0.33     -0.06     0.34     1 
1940261534   49.29891      9.87080    -0.37      0.18     0.41     1 
1940261538   49.29745     10.04738    -0.21     -0.36     0.41     1 
1940261544   49.29474     10.31222    -0.04     -0.15     0.15     1 
1940261545   49.29423     10.35635    -0.14     -0.02     0.14     1 
1940261548   49.29260     10.48875    -0.25     -0.06     0.26     1 
1940261549   49.29203     10.53288    -0.17     -0.21     0.27     1 
1940261551   49.29082     10.62114    -0.10     -0.20     0.22     1 
1940261552   49.29019     10.66526    -0.15     -0.21     0.26     1 
1940261553   49.28955     10.70939    -0.27     -0.02     0.27     1 
1940261554   49.28889     10.75351    -0.15     -0.04     0.16     1 
1940261555   49.28821     10.79763    -0.15     -0.08     0.17     1 
1940261556   49.28751     10.84175    -0.19     -0.02     0.19     1 
1940261557   49.28680     10.88587    -0.24      0.10     0.26     1 
1940261558   49.28607     10.92999    -0.22     -0.13     0.25     1 
1940261559   49.28533     10.97410    -0.60      0.07     0.61     2 
1940261560   49.28457     11.01821    -0.13     -0.14     0.19     1 
1940261562   49.28299     11.10643    -0.23     -0.19     0.30     1 
1940261564   49.28135     11.19464    -0.15      0.04     0.16     1 
1940261565   49.28050     11.23875    -0.15      0.00     0.15     1 
1940261567   49.27876     11.32695    -0.16      0.21     0.27     1 
1940261568   49.27786     11.37104    -0.11      0.01     0.11     1 
1940261569   49.27695     11.41514    -0.09     -0.26     0.28     1 
1940261570   49.27602     11.45923     0.22     -0.02     0.22     1 
1940261571   49.27507     11.50332    -0.05     -0.11     0.12     1 
1940261586   49.27620      8.85537    -0.13      0.03     0.13     1 
1940261587   49.27624      8.89950    -0.50      0.14     0.52     2 
1940261588   49.27627      8.94363    -0.33     -0.04     0.34     1 
1940261589   49.27629      8.98776    -0.22      0.17     0.28     1 
1940261590   49.27628      9.03190    -0.06     -0.03     0.07     1 
1940261592   49.27622      9.12016    -0.05     -0.04     0.07     1 
1940261593   49.27617      9.16429    -0.02     -0.07     0.07     1 
1940261595   49.27601      9.25255    -0.19     -0.12     0.23     1 
1940261599   49.27549      9.42907     0.11     -0.39     0.40     1 
1940261600   49.27532      9.47320    -0.28     -0.29     0.41     1 
1940261601   49.27513      9.51733     0.03     -0.06     0.06     1 
1940261602   49.27492      9.56146    -0.24      0.32     0.40     1 
1940261603   49.27470      9.60559    -0.14     -0.16     0.22     1 
1940261604   49.27446      9.64972     0.07     -0.05     0.08     1 
1940261605   49.27420      9.69384    -0.10     -0.07     0.12     1 
1940261606   49.27393      9.73797    -0.20      0.03     0.20     1 
1940261608   49.27333      9.82622    -0.21     -0.27     0.34     1 
1940261609   49.27301      9.87034    -0.46     -0.24     0.51     2 
1940261614   49.27114     10.09095    -0.06     -0.07     0.09     1 
1940261615   49.27071     10.13507    -0.02     -0.18     0.18     1 
1940261618   49.26933     10.26742     0.04     -0.26     0.26     1 
1940261623   49.26671     10.48797    -0.05      0.13     0.14     1 
1940261624   49.26613     10.53208    -0.22      0.09     0.24     1 
1940261625   49.26553     10.57619    -0.13      0.09     0.15     1 
1940261628   49.26365     10.70849    -0.40     -0.15     0.43     1 
1940261629   49.26299     10.75259    -0.48      0.03     0.48     1 
1940261630   49.26232     10.79669    -0.27      0.01     0.27     1 
1940261631   49.26162     10.84079    -0.30     -0.06     0.31     1 
1940261632   49.26091     10.88488    -0.19     -0.12     0.23     1 
1940261633   49.26018     10.92898    -0.24     -0.06     0.25     1 
1940261634   49.25944     10.97307    -0.26      0.03     0.26     1 
1940261635   49.25867     11.01716    -0.25      0.00     0.25     1 
1940261636   49.25790     11.06124    -0.28      0.08     0.29     1 
1940261637   49.25710     11.10533    -0.30      0.04     0.30     1 
1940261638   49.25629     11.14941    -0.13     -0.00     0.13     1 
1940261639   49.25546     11.19350    -0.06      0.06     0.09     1 
1940261640   49.25462     11.23758     0.11     -0.03     0.12     1 
1940261641   49.25375     11.28165    -0.18     -0.06     0.19     1 
1940261643   49.25198     11.36980    -0.05     -0.01     0.05     1 
1940261644   49.25106     11.41387     0.11     -0.36     0.37     1 
1940261645   49.25013     11.45794    -0.12     -0.08     0.15     1 
1940261661   49.25029      8.85545    -0.06     -0.03     0.07     1 
1940261662   49.25034      8.89955    -0.04      0.29     0.29     1 
1940261663   49.25037      8.94366    -0.43      0.06     0.44     1 
1940261664   49.25038      8.98777    -0.49      0.16     0.51     2 
1940261665   49.25038      9.03188    -0.19     -0.10     0.22     1 
1940261666   49.25035      9.07599     0.01     -0.19     0.19     1 
1940261668   49.25026      9.16420     0.04      0.06     0.07     1 
1940261669   49.25019      9.20831     0.02     -0.09     0.09     1 
1940261671   49.25000      9.29653    -0.07      0.02     0.07     1 
1940261673   49.24974      9.38474     0.09      0.07     0.11     1 
1940261674   49.24959      9.42885    -0.22     -0.07     0.23     1 
1940261675   49.24941      9.47296    -0.16      0.11     0.19     1 
1940261676   49.24922      9.51706    -0.22     -0.08     0.23     1 
1940261679   49.24856      9.64937    -0.07     -0.45     0.45     1 
1940261683   49.24743      9.82579    -0.09     -0.31     0.33     1 
1940261689   49.24524     10.09038    -0.17      0.21     0.27     1 
1940261691   49.24437     10.17857    -0.28     -0.02     0.28     1 
1940261692   49.24391     10.22266    -0.08     -0.01     0.08     1 
1940261696   49.24191     10.39902    -0.23     -0.03     0.23     1 
1940261697   49.24137     10.44311     0.10     -0.22     0.25     1 
1940261698   49.24081     10.48719     0.05     -0.12     0.13     1 
1940261699   49.24023     10.53128    -0.43      0.28     0.52     2 
1940261700   49.23964     10.57536    -0.09     -0.21     0.23     1 
1940261702   49.23840     10.66352    -0.13     -0.10     0.16     1 
1940261704   49.23710     10.75168    -0.33      0.02     0.33     1 
1940261705   49.23642     10.79575    -0.19      0.03     0.19     1 
1940261706   49.23573     10.83983    -0.23     -0.03     0.23     1 
1940261707   49.23502     10.88390    -0.17     -0.04     0.17     1 
1940261708   49.23429     10.92797    -0.41     -0.05     0.41     1 
1940261710   49.23278     11.01610    -0.19      0.06     0.20     1 
1940261711   49.23201     11.06017    -0.34     -0.07     0.35     1 
1940261712   49.23121     11.10423    -0.12     -0.03     0.12     1 
1940261713   49.23040     11.14829    -0.01      0.05     0.05     1 
1940261714   49.22957     11.19235     0.08      0.06     0.10     1 
1940261715   49.22873     11.23641    -0.04     -0.07     0.08     1 
1940261716   49.22787     11.28046    -0.18     -0.25     0.31     1 
1940261717   49.22699     11.32451    -0.17     -0.04     0.17     1 
1940261720   49.22425     11.45666    -0.02     -0.08     0.09     1 
1940261738   49.22446      8.94369    -0.16     -0.13     0.20     1 
1940261739   49.22447      8.98778    -0.05     -0.03     0.06     1 
1940261740   49.22447      9.03186    -0.10     -0.06     0.12     1 
1940261743   49.22436      9.16412     0.06      0.05     0.08     1 
1940261744   49.22429      9.20820     0.04      0.03     0.05     1 
1940261746   49.22409      9.29637    -0.03     -0.24     0.24     1 
1940261749   49.22368      9.42862    -0.02     -0.08     0.09     1 
1940261750   49.22351      9.47271    -0.13     -0.21     0.25     1 
1940261757   49.22183      9.78128    -0.11     -0.01     0.11     1 
1940261759   49.22120      9.86943    -0.08     -0.22     0.23     1 
1940261761   49.22051      9.95758    -0.36      0.12     0.38     1 
1940261763   49.21974     10.04574    -0.43     -0.44     0.62     2 
1940261765   49.21891     10.13388    -0.18     -0.38     0.42     1 
1940261768   49.21753     10.26609    -0.28     -0.48     0.56     2 
1940261770   49.21654     10.35422    -0.32     -0.32     0.46     1 
1940261771   49.21601     10.39829     0.06     -0.07     0.09     1 
1940261774   49.21433     10.53048    -0.05     -0.17     0.17     1 
1940261775   49.21374     10.57454    -0.16     -0.10     0.19     1 
1940261776   49.21313     10.61860    -0.27     -0.05     0.27     1 
1940261777   49.21251     10.66265    -0.33      0.01     0.33     1 
1940261778   49.21186     10.70671    -0.12      0.08     0.15     1 
1940261779   49.21120     10.75076    -0.28      0.13     0.31     1 
1940261780   49.21053     10.79481    -0.12     -0.03     0.12     1 
1940261781   49.20983     10.83887    -0.23      0.08     0.25     1 
1940261782   49.20913     10.88291    -0.19      0.05     0.19     1 
1940261783   49.20840     10.92696    -0.18      0.01     0.18     1 
1940261784   49.20766     10.97101    -0.00      0.17     0.17     1 
1940261785   49.20690     11.01505    -0.33      0.09     0.34     1 
1940261787   49.20532     11.10313    -0.19      0.05     0.20     1 
1940261788   49.20451     11.14717    -0.28     -0.12     0.31     1 
1940261789   49.20369     11.19120     0.05     -0.18     0.18     1 
1940261790   49.20284     11.23524     0.01     -0.02     0.02     1 
1940261791   49.20198     11.27927     0.09      0.02     0.09     1 
1940261793   49.20021     11.36733    -0.16      0.01     0.16     1 
1940261795   49.19837     11.45537    -0.16     -0.36     0.39     1 
1940261796   49.19742     11.49939    -0.01     -0.02     0.03     1 
1940261811   49.19848      8.85560    -0.10      0.04     0.11     1 
1940261812   49.19852      8.89966    -0.09     -0.18     0.21     1 
1940261813   49.19855      8.94372    -0.01      0.01     0.02     1 
1940261814   49.19857      8.98778     0.10      0.11     0.15     1 
1940261816   49.19854      9.07591     0.16     -0.05     0.17     1 
1940261817   49.19851      9.11997     0.12      0.00     0.12     1 
1940261819   49.19838      9.20809     0.17      0.02     0.18     1 
1940261823   49.19793      9.38434    -0.12     -0.06     0.14     1 
1940261826   49.19741      9.51652     0.01     -0.00     0.01     1 
1940261828   49.19698      9.60464    -0.10      0.00     0.10     1 
1940261829   49.19675      9.64870     0.01     -0.04     0.04     1 
1940261833   49.19562      9.82492    -0.30      0.13     0.33     1 
1940261837   49.19423     10.00114    -0.49     -0.33     0.59     2 
1940261839   49.19343     10.08924    -0.35     -0.15     0.38     1 
1940261840   49.19301     10.13329    -0.10      0.24     0.26     1 
1940261846   49.19011     10.39756    -0.38     -0.14     0.40     1 
1940261848   49.18901     10.48564    -0.49     -0.05     0.49     1 
1940261849   49.18844     10.52968    -0.25     -0.19     0.32     1 
1940261851   49.18724     10.61775    -0.04     -0.02     0.05     1 
1940261854   49.18531     10.74985    -0.23     -0.18     0.29     1 
1940261855   49.18463     10.79388    -0.02     -0.06     0.06     1 
1940261856   49.18394     10.83790    -0.18     -0.39     0.43     1 
1940261857   49.18323     10.88193    -0.37      0.02     0.38     1 
1940261858   49.18251     10.92596    -0.19     -0.04     0.19     1 
1940261863   49.17862     11.14605    -0.35     -0.15     0.38     1 
1940261864   49.17780     11.19006    -0.26      0.08     0.27     1 
1940261867   49.17522     11.32209     0.14      0.00     0.14     1 
1940261869   49.17341     11.41009    -0.12     -0.16     0.19     1 
1940261871   49.17154     11.49809     0.02      0.11     0.11     1 
1940261885   49.17251      8.81163    -0.27      0.03     0.27     1 
1940261889   49.17266      8.98779    -0.18     -0.12     0.21     1 
1940261890   49.17266      9.03183    -0.22     -0.10     0.25     1 
1940261891   49.17264      9.07587    -0.12      0.30     0.32     1 
1940261892   49.17260      9.11991    -0.20     -0.03     0.21     1 
1940261893   49.17254      9.16395    -0.32     -0.40     0.52     2 
1940261894   49.17247      9.20799     0.18      0.08     0.20     1 
1940261898   49.17202      9.38414    -0.15      0.02     0.15     1 
1940261901   49.17151      9.51625    -0.03      0.00     0.03     1 
1940261902   49.17130      9.56029    -0.17      0.07     0.18     1 
1940261904   49.17084      9.64836    -0.14     -0.09     0.17     1 
1940261905   49.17059      9.69239    -0.14      0.10     0.17     1 
1940261907   49.17002      9.78046    -0.30      0.01     0.30     1 
1940261909   49.16940      9.86852     0.02      0.21     0.21     1 
1940261913   49.16794     10.04464    -0.27     -0.22     0.35     1 
1940261915   49.16711     10.13270    -0.23      0.11     0.25     1 
1940261916   49.16667     10.17672    -0.21      0.06     0.21     1 
1940261919   49.16524     10.30879     0.10      0.09     0.13     1 
1940261924   49.16254     10.52888    -0.20     -0.11     0.23     1 
1940261925   49.16195     10.57290    -0.14     -0.17     0.22     1 
1940261926   49.16134     10.61691    -0.24      0.28     0.36     1 
1940261927   49.16072     10.66092     0.10      0.05     0.12     1 
1940261928   49.16007     10.70493    -0.08     -0.08     0.12     1 
1940261929   49.15942     10.74894    -0.12      0.01     0.12     1 
1940261930   49.15874     10.79294    -0.22     -0.10     0.24     1 
1940261931   49.15805     10.83695    -0.24     -0.04     0.24     1 
1940261932   49.15734     10.88095    -0.02     -0.02     0.03     1 
1940261934   49.15587     10.96895    -0.30     -0.17     0.34     1 
1940261935   49.15511     11.01295    -0.48      0.02     0.48     1 
1940261936   49.15434     11.05694    -0.25     -0.32     0.41     1 
1940261939   49.15191     11.18892    -0.15      0.07     0.16     1 
1940261940   49.15107     11.23291    -0.01     -0.07     0.07     1 
1940261945   49.14660     11.45281     0.02     -0.04     0.04     1 
1940261960   49.14660      8.81173    -0.04      0.23     0.24     1 
1940261965   49.14675      9.03181    -0.11     -0.14     0.18     1 
1940261967   49.14669      9.11984     0.11     -0.11     0.16     1 
1940261969   49.14657      9.20788     0.16      0.06     0.17     1 
1940261971   49.14637      9.29591     0.21     -0.09     0.22     1 
1940261973   49.14612      9.38394     0.15     -0.16     0.22     1 
1940261974   49.14596      9.42795    -0.13     -0.09     0.16     1 
1940261975   49.14579      9.47197    -0.47      0.29     0.55     2 
1940261976   49.14560      9.51598    -0.20      0.01     0.20     1 
1940261977   49.14540      9.56000    -0.33      0.05     0.34     1 
1940261978   49.14518      9.60401    -0.06      0.24     0.24     1 
1940261979   49.14494      9.64802     0.09      0.14     0.17     1 
1940261981   49.14441      9.73604    -0.11      0.05     0.13     1 
1940261984   49.14349      9.86807     0.11      0.25     0.27     1 
1940261990   49.14120     10.13211    -0.27      0.09     0.29     1 
1940261994   49.13934     10.30811     0.14      0.06     0.15     1 
1940261995   49.13884     10.35211    -0.17     -0.15     0.23     1 
1940261996   49.13831     10.39610     0.05      0.01     0.05     1 
1940262000   49.13605     10.57207    -0.32      0.03     0.32     1 
1940262001   49.13544     10.61607    -0.22     -0.03     0.22     1 
1940262002   49.13482     10.66005    -0.28     -0.14     0.32     1 
1940262003   49.13418     10.70404     0.31      0.06     0.32     1 
1940262005   49.13285     10.79201    -0.11     -0.07     0.12     1 
1940262006   49.13215     10.83599    -0.21     -0.09     0.23     1 
1940262007   49.13145     10.87997     0.16     -0.15     0.22     1 
1940262008   49.13072     10.92395     0.34     -0.07     0.35     1 
1940262009   49.12998     10.96792     0.24     -0.21     0.32     1 
1940262011   49.12845     11.05587     0.12     -0.01     0.12     1 
1940262012   49.12766     11.09984    -0.39      0.01     0.39     1 
1940262014   49.12602     11.18778     0.07     -0.10     0.12     1 
1940262016   49.12432     11.27571    -0.17     -0.00     0.17     1 
1940262017   49.12345     11.31967    -0.31      0.06     0.32     1 
1940262018   49.12255     11.36363    -0.09      0.19     0.21     1 
1940262020   49.12072     11.45154    -0.13      0.11     0.17     1 
1940262035   49.12069      8.81183    -0.06      0.09     0.11     1 
1940262038   49.12083      8.94381    -0.01      0.17     0.17     1 
1940262039   49.12085      8.98780    -0.18      0.30     0.35     1 
1940262040   49.12084      9.03180    -0.29      0.07     0.30     1 
1940262041   49.12082      9.07579    -0.14     -0.14     0.20     1 
1940262043   49.12073      9.16378     0.07      0.01     0.07     1 
1940262047   49.12035      9.33975     0.00     -0.44     0.44     1 
1940262048   49.12021      9.38374     0.30      0.03     0.30     1 
1940262049   49.12006      9.42773    -0.09      0.03     0.10     1 
1940262050   49.11988      9.47172    -0.09      0.11     0.14     1 
1940262051   49.11970      9.51571     0.00      0.05     0.05     1 
1940262052   49.11949      9.55970    -0.03      0.20     0.20     1 
1940262053   49.11927      9.60369     0.03      0.12     0.13     1 
1940262054   49.11903      9.64768    -0.11      0.11     0.16     1 
1940262056   49.11850      9.73566     0.09      0.10     0.13     1 
1940262061   49.11689      9.95559    -0.09     -0.11     0.14     1 
1940262064   49.11572     10.08754     0.14      0.07     0.15     1 
1940262065   49.11530     10.13152    -0.44      0.37     0.57     2 
1940262066   49.11486     10.17550    -0.01      0.01     0.02     1 
1940262068   49.11393     10.26345    -0.27      0.06     0.27     1 
1940262071   49.11241     10.39538    -0.12     -0.10     0.15     1 
1940262072   49.11187     10.43935    -0.22     -0.07     0.23     1 
1940262074   49.11074     10.52729    -0.23     -0.04     0.24     1 
1940262075   49.11015     10.57126    -0.33      0.18     0.38     1 
1940262076   49.10955     10.61522    -0.07      0.07     0.10     1 
1940262077   49.10892     10.65919    -0.23      0.01     0.23     1 
1940262078   49.10828     10.70315    -0.36     -0.12     0.38     1 
1940262079   49.10763     10.74712     0.02      0.05     0.05     1 
1940262080   49.10695     10.79107     0.01     -0.17     0.17     1 
1940262082   49.10555     10.87899    -0.16     -0.14     0.21     1 
1940262083   49.10483     10.92295    -0.31     -0.17     0.36     1 
1940262084   49.10409     10.96690    -0.16     -0.06     0.17     1 
1940262088   49.10096     11.14270     0.06     -0.10     0.11     1 
1940262090   49.09929     11.23058    -0.09     -0.36     0.37     1 
1940262091   49.09844     11.27452    -0.25      0.09     0.27     1 
1940262093   49.09667     11.36239    -0.44     -0.22     0.49     1 
1940262110   49.09479      8.81193    -0.23      0.14     0.27     1 
1940262111   49.09485      8.85590     0.07      0.23     0.24     1 
1940262112   49.09490      8.89987    -0.11      0.07     0.13     1 
1940262113   49.09493      8.94384    -0.04      0.10     0.11     1 
1940262114   49.09494      8.98781    -0.07      0.02     0.07     1 
1940262115   49.09494      9.03178     0.04     -0.01     0.04     1 
1940262116   49.09492      9.07575     0.07     -0.09     0.11     1 
1940262118   49.09483      9.16369     0.08      0.10     0.13     1 
1940262119   49.09475      9.20766    -0.09      0.10     0.13     1 
1940262120   49.09467      9.25163    -0.14     -0.13     0.19     1 
1940262121   49.09456      9.29560    -0.09      0.22     0.24     1 
1940262125   49.09398      9.47148    -0.04     -0.02     0.04     1 
1940262126   49.09379      9.51544    -0.03      0.01     0.03     1 
1940262127   49.09358      9.55941    -0.06      0.03     0.07     1 
1940262128   49.09336      9.60338     0.00      0.32     0.32     1 
1940262129   49.09313      9.64734    -0.18      0.04     0.19     1 
1940262132   49.09231      9.77924    -0.10      0.21     0.24     1 
1940262135   49.09134      9.91113    -0.19     -0.17     0.26     1 
1940262137   49.09062      9.99905     0.03     -0.13     0.14     1 
1940262139   49.08982     10.08697    -0.19     -0.13     0.23     1 
1940262140   49.08940     10.13093     0.16     -0.05     0.16     1 
1940262141   49.08896     10.17488    -0.16      0.09     0.19     1 
1940262143   49.08803     10.26279    -0.04     -0.22     0.22     1 
1940262146   49.08651     10.39465    -0.16     -0.03     0.16     1 
1940262152   49.08303     10.65833    -0.01     -0.04     0.04     1 
1940262153   49.08239     10.70227    -0.29     -0.07     0.30     1 
1940262156   49.08037     10.83408    -0.17      0.27     0.32     1 
1940262159   49.07820     10.96588    -0.34     -0.10     0.35     1 
1940262165   49.07341     11.22942    -0.20     -0.04     0.20     1 
1940262166   49.07255     11.27334    -0.33     -0.16     0.37     1 
1940262167   49.07167     11.31725    -0.16      0.09     0.18     1 
1940262168   49.07079     11.36117    -0.13      0.19     0.23     1 
1940262186   49.06894      8.85597    -0.20      0.18     0.27     1 
1940262187   49.06899      8.89992     0.07      0.12     0.14     1 
1940262188   49.06902      8.94387    -0.01      0.14     0.14     1 
1940262189   49.06903      8.98781     0.10      0.12     0.15     1 
1940262191   49.06901      9.07571     0.08      0.14     0.16     1 
1940262192   49.06897      9.11966    -0.03      0.06     0.06     1 
1940262193   49.06892      9.16361     0.25      0.13     0.28     1 
1940262194   49.06885      9.20755    -0.05     -0.02     0.06     1 
1940262197   49.06853      9.33939    -0.03     -0.21     0.21     1 
1940262199   49.06824      9.42729    -0.08      0.06     0.10     1 
1940262201   49.06788      9.51518     0.21     -0.14     0.25     1 
1940262202   49.06768      9.55912    -0.14      0.07     0.16     1 
1940262203   49.06746      9.60307    -0.12     -0.04     0.13     1 
1940262208   49.06610      9.82278     0.08      0.25     0.27     1 
1940262211   49.06509      9.95459    -0.08     -0.12     0.14     1 
1940262212   49.06471      9.99853    -0.09     -0.19     0.21     1 
1940262216   49.06306     10.17427    -0.09     -0.03     0.10     1 
1940262217   49.06260     10.21821    -0.04      0.29     0.29     1 
1940262218   49.06213     10.26214     0.08      0.02     0.08     1 
1940262219   49.06164     10.30607     0.23     -0.05     0.23     1 
1940262221   49.06062     10.39392    -0.14      0.20     0.25     1 
1940262227   49.05713     10.65746     0.42     -0.11     0.44     1 
