Thu. Aug. 20, 2020             LANDSAT 5                 Time: 18:58
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 194 / 026

L0R Reference Image: L51KIS1011288090100_HDF.202231408
Acquisition Date: Oct 15, 2011

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
193   026   09-13-1999, 10-03-2015
193   027   09-13-1999, 07-31-2015
194   025   09-04-1999, 08-23-2015
194   026   08-24-2001, 03-13-2014
194   027   08-24-2001, 08-01-2013
195   025   09-11-1999, 10-01-2015
195   026   09-11-1999, 10-01-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

1950260143_01   48.548674    9.272169   396.597      -3.368     1.856    -3.667     1.137
1950260148_01   48.314057    9.391915   853.969       5.269    -3.207     5.801    -2.072
1950260153_01   48.857364    8.700770   467.389      -3.449     2.396    -3.851     1.651
1950260155_01   48.585255    9.188991   458.427      -1.209    -3.121    -0.548    -3.296
1950260158_01   48.918686    9.567650   551.321      -1.358    -1.766    -0.970    -2.001
1950260161_01   48.655844    8.940706   485.383       0.088     0.131     0.065     0.147
1950260163_01   49.134030    9.112342   262.079       0.442    -3.706     1.184    -3.537
1950260165_01   48.810934    9.387558   284.359      -0.809    -2.281    -0.328    -2.395
1950260166_01   48.674712    9.362847   312.260      -1.398     0.744    -1.515     0.447
1950260171_01   48.637781    9.351997   317.504      -4.763    -0.631    -4.531    -1.578
1950260172_01   48.646056    8.845456   576.980      -4.337     1.603    -4.560     0.695
1950260173_01   48.741829    9.163390   503.564      -1.659     1.194    -1.859     0.834
1950260174_01   48.625655    8.961159   523.583      -2.180    -3.611    -1.398    -3.971
1950260183_01   48.247854    9.219667   713.435       6.978    -6.809     8.203    -5.248
1950260185_01   48.892973    8.713671   306.541      -1.309    -1.753    -0.920    -1.978
1950260186_01   49.303235    9.624805   269.871       4.095    -5.459     5.110    -4.520
1950260192_01   48.759679    9.384683   516.361      -2.971    -1.830    -2.534    -2.388
1950260197_01   48.571529    9.395858   464.714      -2.799     2.745    -3.290     2.121
1950260198_01   48.900515    9.638238   542.814      -2.059    -2.075    -1.593    -2.444
1950260203_01   48.782902    9.118556   433.504      -3.501     1.820    -3.789     1.076
1950260205_01   48.567444    9.200652   460.069      -1.175     1.375    -1.423     1.108
1950260207_01   48.362806    8.652366   584.710      -0.739    -2.356    -0.240    -2.453
1950260209_01   49.080264    8.840280   248.468      -0.406     3.509    -1.099     3.354
1950260211_01   48.943179    9.288574   328.660      -4.038    -1.256    -3.694    -2.041
1950260212_01   49.104755    9.777643   416.120      -5.933     0.343    -5.873    -0.859
1950260213_01   48.967242    8.731271   373.948       0.634     2.872     0.047     2.939
1950260214_01   48.771394    8.752318   584.896      -0.448     2.380    -0.912     2.239
1950260215_01   48.701492    9.024662   497.489      -3.502     1.852    -3.795     1.106
1950260217_01   49.184957    9.168070   243.267       2.075    -4.144     2.870    -3.639
1950260225_01   48.637399    9.527973   448.622      -3.995    -3.063    -3.288    -3.803
1950260229_01   48.349803    8.961793   580.405       2.923     1.501     2.560     2.059
1950260230_01   49.127464    9.165797   250.974       1.399     3.840     0.600     4.040
1950260232_01   48.927142    9.335608   348.557      -1.488    -3.777    -0.691    -3.995
1950260234_01   49.167878    9.219469   204.145      -4.466     1.052    -4.578     0.132
1950260235_01   48.463238    8.664233   604.747       0.835     1.778     0.463     1.908
1950260242_01   48.728037    8.792544   561.046       0.578    -0.894     0.751    -0.758
1950260245_01   48.792151    8.767267   554.005      -0.191     2.369    -0.659     2.280
1950260249_01   49.242986    9.183051   220.503       3.079    -0.321     3.083     0.305
1950260258_01   48.812797    9.177869   346.178      -4.260     1.552    -4.477     0.661
1950260263_01   49.088893    9.853428   437.021      -5.986    -6.681    -4.510    -7.743
1950260264_01   48.835296    9.367643   327.184      -2.221    -4.234    -1.316    -4.591
1950260269_01   49.136202    9.063419   238.774       3.507    -3.604     4.164    -2.822
1950260271_01   48.677477    9.226360   417.984      -5.116    -3.539    -4.287    -4.494
1950260273_01   48.624816    9.062919   511.912      -1.138    -2.812    -0.540    -2.979
1950260276_01   48.986894    9.463471   306.297      -0.120    -4.333     0.759    -4.264
1950260280_01   48.890541    8.844607   414.299      -1.647    -0.503    -1.504    -0.823
1950260281_01   49.181741    9.314165   238.572      -2.338     2.823    -2.852     2.293
1950260294_01   48.366968    8.620733   584.979       6.053    -2.015     6.333    -0.748
1950260295_01   48.612450    9.344559   351.113      -2.541    -1.733    -2.133    -2.208
1950260298_01   49.537343    9.324650   416.924       0.510    -3.172     1.142    -3.001
1950260299_01   49.200211    9.224103   206.929       2.570    -0.086     2.537     0.434
1950260312_01   48.711449    8.882741   532.253      -2.754    -4.219    -1.837    -4.682
1950260316_01   48.628012    8.897222   498.365      -5.664    -1.185    -5.295    -2.301
1950260320_01   48.474354    9.192204   449.240       1.058    -1.123     1.265    -0.885
1950260324_01   48.892768    9.129463   335.601      -6.973     4.442    -7.715     2.944
1950260326_01   48.267367    9.330561   814.230       1.934    -1.628     2.223    -1.201
1950260328_01   49.467348    8.989683   204.439       2.333    -1.420     2.576    -0.921
1950260330_01   48.673643    8.899517   569.960      -1.314     6.418    -2.576     6.014
1950260332_01   49.072461    9.288008   303.625       4.235     3.450     3.453     4.229
1950260333_01   49.238327    9.211541   216.598       1.990    -5.494     3.059    -4.977
1950260335_01   48.524449    8.968892   391.802      -2.726     3.082    -3.286     2.466
1950260336_01   48.768950    9.258568   275.371      -5.756     1.027    -5.837    -0.155
1950260339_01   48.805879    9.099443   380.505       1.550    -2.062     1.938    -1.705
1950260343_01   49.288922    9.276062   212.431       0.300    -6.019     1.510    -5.831
1950260345_01   48.716412    9.535595   327.735      -0.738    -0.411    -0.637    -0.551
1950260349_01   49.421489    9.450425   439.966      -3.444     4.415    -4.254     3.629
1950260357_01   48.647008    8.648360   657.881       0.205     0.191     0.169     0.228
1950260358_01   48.589151    8.874909   475.852      -4.980     3.176    -5.508     2.103
1950260359_01   48.701494    8.929650   513.507      -0.396     0.136    -0.410     0.054
1950260360_01   48.326633    9.348257   827.512       4.092    -1.443     4.295    -0.585
1950260362_01   48.920799    9.144736   304.787      -3.855    -1.596    -3.445    -2.338
1950260364_01   48.413444    9.578650   866.931       0.160     2.529    -0.352     2.504
1950260365_01   48.876222    9.389216   330.144      -1.336    -4.620    -0.372    -4.790
1950260366_01   48.924091    9.509144   326.277      -2.770    -2.845    -2.134    -3.341
1950260368_01   48.766107    9.202643   477.025      -4.814     5.744    -5.865     4.650
1950260370_01   49.178604    9.706723   419.390       1.627     4.315     0.725     4.550
1950260371_01   48.792181    9.343645   307.205      -3.331     0.882    -3.434     0.193
1950260372_01   48.406989    8.882651   475.500       2.533     1.084     2.263     1.572
1950260376_01   48.812974    9.413683   284.133      -1.648    -6.100    -0.379    -6.301
1950260377_01   49.011246    9.671193   399.976      -3.267    -1.140    -2.965    -1.774
1950260381_01   48.442705    9.493856   849.600       1.371     1.787     0.982     2.023
1950260389_01   48.802075    9.571238   297.833       0.613    -6.679     1.950    -6.413
1950260390_01   48.870385    9.250479   307.945      -6.609     6.522    -7.779     5.051
1950260391_01   49.354621    9.257358   289.332      -1.282    -0.962    -1.057    -1.199
1950260396_01   48.474733    8.950358   394.237       2.293    -0.128     2.273     0.338
1950260406_01   48.522481    9.626232   833.091      -1.384     0.819    -1.517     0.522
1950260413_01   48.418229    9.532521   851.333       1.236    -0.514     1.314    -0.253
1950260414_01   48.591549    9.628668   655.633       0.627    -1.924     1.003    -1.755
1950260415_01   49.596246    9.200493   310.282      -2.253    -6.029    -0.988    -6.352
1950260422_01   48.644948    9.582478   458.438      -1.477    -0.547    -1.332    -0.833
1950260428_01   48.369078    9.534842   751.909       5.346    -1.719     5.577    -0.601
1950260429_01   48.520815    9.585152   892.256       0.468     0.058     0.448     0.151
1950260430_01   49.500045    9.063357   349.453      -1.258    -5.309    -0.157    -5.447
1950260432_01   48.655904    9.649827   439.362       1.829     2.724     1.242     3.034
1950260433_01   49.496356    9.768892   242.172       6.169    -4.388     6.924    -3.056
1950260438_01   49.534725    9.592874   450.639       1.207    -2.121     1.611    -1.832
1950260439_01   49.515132    9.665559   403.912       5.859    -0.896     5.917     0.300
1950260445_01   49.495569    9.600254   376.859       0.989    -0.419     1.056    -0.211
1950260447_01   49.532649    9.622261   396.379       3.523     1.473     3.155     2.148
1950260454_01   49.548363    9.560262   459.477       4.047    -5.720     5.113    -4.784
1950260457_01   49.506596    9.698976   345.000       2.387    -0.871     2.514    -0.373
1950260458_01   49.526962    9.718699   367.823       2.535     0.347     2.414     0.849
1950260467_01   48.975530    9.685508   530.697      -1.180    -1.069    -0.936    -1.283
1950260469_01   48.851067    9.411548   486.754      -4.066    -2.482    -3.474    -3.247
1950260470_01   48.369894    9.590081   769.674       2.965    -3.887     3.686    -3.202
1950260474_01   49.276252    9.441352   330.446      -0.540    -0.831    -0.357    -0.922
1950260475_01   49.280111    8.998356   267.962       3.684     5.882     2.427     6.498
1950260479_01   48.629326    9.389811   412.307      -3.891     2.593    -4.328     1.752
1950260481_01   48.783885    9.694864   489.139      -3.138     2.399    -3.552     1.715
1950260482_01   48.309232    9.578408   698.188       1.213    -2.398     1.673    -2.099
1950260484_01   48.832132    9.494317   435.933      -1.892     6.957    -3.251     6.426
1950260489_01   48.596617    8.687701   579.837       0.312     1.666    -0.025     1.693
1950260491_01   48.424538    9.282049   783.012      -2.298    -3.269    -1.583    -3.660
1950260493_01   49.371463    9.584812   356.372       2.841     1.357     2.510     1.899
1950260495_01   49.175015    9.290648   260.000      -0.721    -1.817    -0.336    -1.923
1950260498_01   49.411850    9.990084   486.548       4.313     0.822     4.057     1.671
1950260503_01   48.264841    9.330958   792.698       6.745    -0.368     6.671     1.003
1950260504_01   49.248082    9.777046   332.811      -1.198    -1.340    -0.900    -1.552
1950260506_01   48.553855    9.661256   784.923       0.516    -2.018     0.913    -1.870
1950260508_01   49.156217    9.023103   265.420       4.725    -3.187     5.272    -2.169
1950260509_01   48.622499    8.796654   611.492       1.662     0.707     1.488     1.027
1950260514_01   49.246895    9.433699   221.181       0.322    -5.514     1.429    -5.332
1950260516_01   48.565668    9.574780   788.892       0.931     0.008     0.910     0.195
1950260533_01   49.514827    9.665162   400.444       5.582     0.021     5.461     1.141
1950260535_01   49.555064    9.012419   467.699       5.689    -3.682     6.313    -2.461
1950260538_01   49.535778    9.768299   312.257       3.523    -2.467     3.947    -1.707
1950260540_01   49.529179    9.827386   426.084       1.911    -1.770     2.229    -1.348
1950260541_01   48.201743    9.533245   599.549       2.478    -4.966     3.430    -4.355
1950260543_01   49.531787    9.717592   271.714       3.640    -3.657     4.301    -2.849
